id_cliente,nombre,ciudad,fecha_alta,mascota,email
C0298,Tomás Acosta,La Plata,2025-10-01,Perro,tomas.acosta.298@yahoo.com.ar
C0299,Delfina Rossi,Tolosa,2024-09-17,Gato,delfina.rossi.299@outlook.com
C0300,Candela López,Tolosa,2023-01-16,Ave,candela.lopez.300yahoo.com.ar
C0301,Facundo Díaz,Gonnet,2026-04-20,Perro,facundo.diaz.301@gmail.com
C0302,Franco Rossi,City Bell,2024-08-03,Otro,franco.rossi.302@gmail.com
C0303,Martina Benítez,Los Hornos,2023-08-08,Gato,martina.benitez.303@hotmail.com
C0304,Martina Suárez,City Bell,2024-11-02,Gato,martina.suarez.304@hotmail.com
C0305,Valentina López,Berisso,2023-05-14,Ave,valentina.lopez.305@gmail.com
C0306,Martina González,City Bell,2026-06-23,Perro,martina.gonzalez.306@gmail.com
C0307,Bruno Pérez,City Bell,2023-09-28,Ave,bruno.perez.307@hotmail.com
C0308,Camila Rodríguez,Los Hornos,2023-11-28,Otro,camila.rodriguez.308@yahoo.com.ar
C0309,Malena Benítez,Los Hornos,2024-09-03,Perro y gato,malena.benitez.309@gmail.com
C0310,Franco Rodríguez,Berisso,2026-03-18,Gato,franco.rodriguez.310@outlook.com
C0311,Nicolás Martínez,Gonnet,2026-02-13,Perro y gato,nicolas.martinez.311@yahoo.com.ar
C0312,Santiago Castro,Gonnet,2025-01-12,Gato,santiago.castro.312@yahoo.com.ar
C0313,Mateo Romero,Villa Elisa,2024-11-27,Gato,mateo.romero.313@yahoo.com.ar
C0314,Martina Romero,Los Hornos,2025-01-26,Gato,martina.romero.314@gmail.com
C0315,Facundo Rossi,Los Hornos,2026-05-15,Perro y gato,facundo.rossi.315@yahoo.com.ar
C0316,Julieta Silva,City Bell,2025-11-26,Perro,julieta.silva.316@yahoo.com.ar
C0317,Mateo Gómez,,2025-06-29,Gato,mateo.gomez.317@gmail.com
C0318,Delfina Torres,Ensenada,2025-10-28,Perro,delfina.torres.318@outlook.com
C0319,Agustina Acosta,Los Hornos,2025-06-10,Perro y gato,agustina.acosta.319@yahoo.com.ar
C0320,Santiago Silva,Tolosa,2026-06-29,Gato,santiago.silva.320@gmail.com
C0321,Agustina González,Berisso,2026-05-28,Gato,agustina.gonzalez.321@outlook.com
C0322,Julieta Torres,Los Hornos,2023-09-26,Otro,julieta.torres.322@hotmail.com
C0323,Tomás Álvarez,Los Hornos,2026-04-29,Gato,tomas.alvarez.323@outlook.com
C0324,Benjamín Torres,Los Hornos,2026-07-06,Ave,benjamin.torres.324@outlook.com
C0325,Sofía Benítez,Tolosa,2024-11-20,Perro,sofia.benitez.325@gmail.com
C0326,Malena González,Los Hornos,2023-05-19,Otro,malena.gonzalez.326@yahoo.com.ar
C0327,Tomás Martínez,Los Hornos,2025-02-23,Gato,tomas.martinez.327@hotmail.com
C0328,Camila González,La Plata,2023-02-16,Otro,camila.gonzalez.328@outlook.com
C0329,Tomás López,City Bell,2023-07-19,Perro y gato,tomas.lopez.329@yahoo.com.ar
C0330,Joaquín Castro,City Bell,2024-12-19,Gato,joaquin.castro.330@hotmail.com
C0331,Franco Álvarez,Los Hornos,2024-05-05,Perro,franco.alvarez.331@yahoo.com.ar
C0332,Julieta Pérez,Ensenada,2023-03-26,Perro y gato,julieta.perez.332@yahoo.com.ar
C0333,Camila González,Gonnet,2024-10-08,Perro,camila.gonzalez.333@hotmail.com
C0334,Facundo Díaz,Los Hornos,2025-02-23,Otro,facundo.diaz.334@yahoo.com.ar
C0335,Candela Ruiz,City Bell,2023-04-05,Otro,candela.ruiz.335@gmail.com
C0336,Delfina Fernández,La Plata,2025-07-15,Otro,delfina.fernandez.336@gmail.com
C0337,Sofía Fernández,Ensenada,2025-06-09,Otro,sofia.fernandez.337@gmail.com
C0338,Martina Torres,Villa Elisa,2023-07-29,Perro y gato,martina.torres.338@hotmail.com
C0339,Julieta Díaz,City Bell,2024-04-20,Perro,julieta.diaz.339@outlook.com
C0340,Bruno Fernández,Villa Elisa,2025-12-26,Perro,bruno.fernandez.340@gmail.com
C0341,Camila Fernández,Los Hornos,2024-10-29,Otro,camila.fernandez.341@yahoo.com.ar
C0342,Tomás Pérez,City Bell,2026-01-22,Ave,tomas.perez.342@outlook.com
C0343,Santiago Rodríguez,Los Hornos,2025-05-15,Perro y gato,santiago.rodriguez.343@outlook.com
C0344,Lucía Acosta,City Bell,2023-03-24,Perro,lucia.acosta.344@yahoo.com.ar
C0345,Delfina Rossi,City Bell,2024-07-29,Gato,delfina.rossi.345@yahoo.com.ar
C0346,Santiago Sánchez,Berisso,2025-03-28,Gato,santiago.sanchez.346@hotmail.com
C0347,Benjamín Fernández,La Plata,2023-06-03,Gato,benjamin.fernandez.347@hotmail.com
C0348,Joaquín Díaz,Los Hornos,2025-03-05,Otro,joaquin.diaz.348@outlook.com
C0349,Delfina Rossi,Los Hornos,2024-06-13,Perro,delfina.rossi.349@gmail.com
C0350,Malena Díaz,City Bell,2025-10-05,Gato,malena.diaz.350@outlook.com
C0351,Sofía Fernández,Ensenada,2024-08-03,Perro,sofia.fernandez.351@hotmail.com
C0352,Bruno Silva,Berisso,2023-04-30,Gato,bruno.silva.352@yahoo.com.ar
C0353,Tomás González,La Plata,2025-12-20,Perro,tomas.gonzalez.353@yahoo.com.ar
C0354,Agustina Sánchez,City Bell,2024-07-13,Ave,agustina.sanchez.354@outlook.com
C0355,Nicolás González,City Bell,2023-12-02,Perro,nicolas.gonzalez.355@hotmail.com
C0356,Franco Torres,City Bell,2023-09-07,Gato,franco.torres.356@gmail.com
C0357,Julieta Ruiz,Villa Elisa,2025-10-08,Perro,julieta.ruiz.357@yahoo.com.ar
C0358,Camila Sánchez,Berisso,2025-01-18,Ave,camila.sanchez.358@gmail.com
C0359,Agustina Gómez,City Bell,2024-06-12,Gato,agustina.gomez.359@gmail.com
C0360,Tomás Sánchez,La Plata,2024-04-21,Otro,tomas.sanchez.360@outlook.com
C0361,Candela Rossi,Tolosa,2025-06-25,Perro,candela.rossi.361@gmail.com
C0362,Valentina Herrera,La Plata,2025-01-06,Perro,valentina.herrera.362@gmail.com
C0363,Franco Suárez,City Bell,2025-12-26,Ave,franco.suarez.363@hotmail.com
C0364,Agustina Acosta,Tolosa,2025-06-09,Gato,agustina.acosta.364@gmail.com
C0365,Facundo Herrera,Ensenada,2025-03-26,Perro y gato,facundo.herrera.365@hotmail.com
C0366,Santiago Benítez,Gonnet,2025-05-15,Perro,santiago.benitez.366@hotmail.com
C0367,Candela Rossi,Los Hornos,2024-12-16,Gato,candela.rossi.367@yahoo.com.ar
C0368,Benjamín Martínez,City Bell,2024-07-24,Gato,benjamin.martinez.368@yahoo.com.ar
C0369,Agustina Herrera,Los Hornos,2023-02-05,Perro y gato,agustina.herrera.369@gmail.com
C0370,Joaquín Benítez,Los Hornos,2026-07-06,Perro,joaquin.benitez.370@gmail.com
C0371,Julieta Torres,City Bell,2024-08-03,Gato,julieta.torres.371@gmail.com
C0372,Agustina Pérez,Ensenada,2023-04-30,Ave,agustina.perez.372@gmail.com
C0373,Julieta Pérez,Tolosa,2023-05-27,Gato,julieta.perez.373@hotmail.com
C0374,Facundo Rossi,City Bell,2024-05-14,Perro y gato,facundo.rossi.374@hotmail.com
C0375,Sofía Martínez,City Bell,2024-12-02,Perro,sofia.martinez.375@yahoo.com.ar
C0376,Mateo Benítez,La Plata,2025-01-12,Perro,mateo.benitez.376@hotmail.com
C0377,Delfina Rossi,City Bell,2023-09-19,Ave,delfina.rossi.377@gmail.com
C0378,Franco Torres,Los Hornos,2024-12-16,Perro y gato,franco.torres.378@outlook.com
C0379,Benjamín Torres,La Plata,2023-05-07,Perro y gato,benjamin.torres.379@outlook.com
C0380,Franco Rodríguez,Los Hornos,2025-10-06,Gato,franco.rodriguez.380@yahoo.com.ar
C0381,Bautista Suárez,Tolosa,2024-02-15,Perro,bautista.suarez.381@outlook.com
C0382,Tomás Díaz,La Plata,2026-05-24,Ave,tomas.diaz.382@outlook.com
C0383,Camila Díaz,City Bell,2026-03-02,Otro,camila.diaz.383@outlook.com
C0384,Julieta González,City Bell,2026-05-04,Perro,julieta.gonzalez.384@outlook.com
C0385,Malena Rossi,Ringuelet,2025-03-18,Gato,malena.rossi.385@yahoo.com.ar
C0386,Agustina Martínez,Los Hornos,2026-06-22,Perro y gato,agustina.martinez.386@gmail.com
C0387,Franco Martínez,Villa Elisa,2023-03-04,Gato,franco.martinez.387@yahoo.com.ar
C0388,Tomás Pérez,City Bell,2025-12-31,Gato,tomas.perez.388@hotmail.com
C0389,Santiago Torres,Los Hornos,2025-04-07,Perro,santiago.torres.389@yahoo.com.ar
C0390,Joaquín González,Los Hornos,2023-03-05,Gato,joaquin.gonzalez.390@gmail.com
C0391,Santiago Castro,City Bell,2026-02-01,Ave,santiago.castro.391@gmail.com
C0392,Mateo Silva,La Plata,2024-01-06,Perro,mateo.silva.392@outlook.com
C0393,Franco Suárez,City Bell,2025-09-07,Gato,franco.suarez.393@yahoo.com.ar
C0394,Franco Sánchez,Tolosa,2024-10-24,Ave,franco.sanchez.394@gmail.com
C0395,Candela Suárez,La Plata,2024-02-28,Perro,candela.suarez.395@outlook.com
C0396,Sofía Torres,City Bell,2024-04-12,Otro,sofia.torres.396@yahoo.com.ar
C0397,Camila Gómez,Ringuelet,2024-12-30,Otro,camila.gomez.397@yahoo.com.ar
C0398,Bruno Herrera,Gonnet,2024-02-24,Perro,bruno.herrera.398@yahoo.com.ar
C0399,Franco Díaz,La Plata,2025-05-25,Ave,franco.diaz.399@yahoo.com.ar
C0400,Bautista Rossi,Los Hornos,2024-01-15,Gato,bautista.rossi.400@gmail.com
C0401,Camila Acosta,Tolosa,2023-01-15,Perro y gato,camila.acosta.401@yahoo.com.ar
C0402,Nicolás Silva,,2024-01-04,Perro y gato,nicolas.silva.402@yahoo.com.ar
C0403,Camila González,La Plata,2026-04-08,Otro,camila.gonzalez.403@hotmail.com
C0404,Sofía Fernández,La Plata,2024-04-18,Perro,sofia.fernandez.404@hotmail.com
C0405,Santiago Rodríguez,Villa Elisa,2026-04-13,Perro y gato,santiago.rodriguez.405@gmail.com
C0406,Joaquín Herrera,Berisso,2025-11-17,Perro y gato,joaquin.herrera.406@outlook.com
C0407,Tomás Herrera,City Bell,2026-07-10,Perro y gato,tomas.herrera.407@hotmail.com
C0408,Malena Acosta,Tolosa,2024-06-24,Perro,malena.acosta.408@outlook.com
C0409,Delfina Díaz,Ringuelet,2023-02-14,Ave,delfina.diaz.409@gmail.com
C0410,Valentina Fernández,Gonnet,2025-07-09,Gato,valentina.fernandez.410@yahoo.com.ar
C0411,Camila Rodríguez,City Bell,2023-06-09,Perro,camila.rodriguez.411@yahoo.com.ar
C0412,Tomás Benítez,City Bell,2024-08-19,Gato,tomas.benitez.412@gmail.com
C0413,Franco Herrera,Tolosa,2023-07-29,Perro,franco.herrera.413@gmail.com
C0414,Joaquín Rodríguez,Ensenada,2023-09-23,Otro,joaquin.rodriguez.414@outlook.com
C0415,Candela Álvarez,City Bell,2023-12-21,Perro y gato,candela.alvarez.415@outlook.com
C0416,Camila Gómez,City Bell,2025-10-29,Gato,camila.gomez.416@hotmail.com
C0417,Nicolás Benítez,Berisso,2026-06-24,Gato,nicolas.benitez.417@hotmail.com
C0418,Nicolás Acosta,La Plata,2026-07-14,Perro y gato,nicolas.acosta.418@hotmail.com
C0419,Sofía Acosta,City Bell,2024-02-13,Otro,sofia.acosta.419@yahoo.com.ar
C0420,Benjamín Suárez,Ringuelet,2023-05-13,Gato,benjamin.suarez.420@gmail.com
C0421,Franco Acosta,Gonnet,2023-09-24,Perro y gato,franco.acosta.421@hotmail.com
C0422,Facundo Sánchez,Los Hornos,2026-03-21,Ave,facundo.sanchez.422@yahoo.com.ar
C0423,Camila Rodríguez,City Bell,2025-11-04,Perro,camila.rodriguez.423@hotmail.com
C0424,Franco Álvarez,Los Hornos,2024-06-21,Otro,franco.alvarez.424@gmail.com
C0425,Lucía Romero,Tolosa,2024-02-07,Ave,lucia.romero.425@hotmail.com
C0426,Agustina Acosta,City Bell,2024-08-21,Gato,agustina.acosta.426@outlook.com
C0427,Julieta Fernández,Gonnet,2024-05-30,Perro,julieta.fernandez.427@yahoo.com.ar
C0428,Sofía Álvarez,Los Hornos,2025-09-30,Perro y gato,sofia.alvarez.428@gmail.com
C0429,Julieta Romero,La Plata,2024-03-16,Perro y gato,julieta.romero.429@yahoo.com.ar
C0430,Joaquín Ruiz,La Plata,2025-07-23,Gato,joaquin.ruiz.430@gmail.com
C0431,Agustina González,Los Hornos,2025-08-01,Gato,agustina.gonzalez.431@gmail.com
C0432,Facundo Martínez,Los Hornos,2023-12-29,Perro,facundo.martinez.432@gmail.com
C0433,Julieta Fernández,City Bell,2023-06-25,Perro y gato,julieta.fernandez.433@hotmail.com
C0434,Facundo Ruiz,Los Hornos,2025-12-28,Perro y gato,facundo.ruiz.434@outlook.com
C0435,Malena Torres,La Plata,2026-07-15,Gato,malena.torres.435@yahoo.com.ar
C0436,Santiago López,City Bell,2025-11-14,Perro,santiago.lopez.436@yahoo.com.ar
C0437,Martina Suárez,City Bell,2025-12-17,Perro y gato,martina.suarez.437@hotmail.com
C0438,Valentina Romero,Los Hornos,2025-03-15,Perro,valentina.romero.438@gmail.com
C0439,Mateo Díaz,Los Hornos,2023-01-21,Perro,mateo.diaz.439@yahoo.com.ar
C0440,Martina González,Los Hornos,2026-01-07,Ave,martina.gonzalez.440@gmail.com
C0441,Candela Ruiz,Los Hornos,2025-07-15,Perro,candela.ruiz.441@outlook.com
C0442,Bruno Torres,Villa Elisa,2023-12-21,Perro,bruno.torres.442@outlook.com
C0443,Santiago Rossi,La Plata,2023-03-31,Otro,santiago.rossi.443@outlook.com
C0444,Camila Gómez,City Bell,2024-05-06,Perro y gato,camila.gomez.444@outlook.com
C0445,Benjamín Gómez,Ringuelet,2025-01-16,Gato,benjamin.gomez.445@hotmail.com
C0446,Nicolás Benítez,Berisso,2026-07-21,Perro,nicolas.benitez.446@yahoo.com.ar
C0447,Tomás Herrera,Los Hornos,2026-03-27,Perro,tomas.herrera.447@yahoo.com.ar
C0448,Lucía Suárez,Los Hornos,2023-06-23,Perro,lucia.suarez.448@yahoo.com.ar
C0449,Mateo Suárez,Los Hornos,2023-06-20,Otro,mateo.suarez.449@gmail.com
C0450,Facundo Rodríguez,La Plata,2023-12-08,Perro y gato,facundo.rodriguez.450@outlook.com
C0451,Malena Silva,Ringuelet,2023-01-17,Perro,malena.silva.451@gmail.com
C0452,Lucía Romero,Villa Elisa,2026-07-12,Perro y gato,lucia.romero.452@yahoo.com.ar
C0453,Bautista Rodríguez,Los Hornos,2026-03-09,Ave,bautista.rodriguez.453@hotmail.com
C0454,Facundo Torres,La Plata,2026-04-25,Perro,facundo.torres.454@hotmail.com
C0455,Nicolás Benítez,Los Hornos,2025-07-22,Perro,nicolas.benitez.455@outlook.com
C0456,Facundo Rossi,Ensenada,2025-08-17,Ave,facundo.rossi.456@gmail.com
C0457,Delfina Díaz,Ensenada,2026-04-20,Gato,delfina.diaz.457@yahoo.com.ar
C0458,Julieta Rodríguez,Villa Elisa,2025-12-08,Perro y gato,julieta.rodriguez.458@hotmail.com
C0459,Nicolás Silva,Ensenada,2023-02-25,Perro,nicolas.silva.459@gmail.com
C0460,Mateo Sánchez,City Bell,2025-10-18,Perro,mateo.sanchez.460@gmail.com
C0461,Bautista Ruiz,Ringuelet,2025-03-07,Otro,bautista.ruiz.461@hotmail.com
C0462,Candela Suárez,Los Hornos,2025-09-01,Perro y gato,candela.suarez.462@gmail.com
C0463,Mateo Martínez,,2026-05-15,Perro,mateo.martinez.463@outlook.com
C0464,Tomás López,Tolosa,2025-10-30,Perro y gato,tomas.lopez.464@gmail.com
C0465,Delfina López,Los Hornos,2024-07-11,Perro y gato,delfina.lopez.465@gmail.com
C0466,Julieta Silva,City Bell,2025-04-24,Gato,julieta.silva.466@gmail.com
C0467,Agustina Sánchez,Ensenada,2024-07-03,Gato,agustina.sanchez.467@gmail.com
C0468,Benjamín Sánchez,Los Hornos,2026-04-07,Perro y gato,benjamin.sanchez.468@yahoo.com.ar
C0469,Facundo Gómez,Los Hornos,2024-11-09,Gato,facundo.gomez.469@yahoo.com.ar
C0470,Franco Romero,Los Hornos,2025-09-11,Ave,franco.romero.470@gmail.com
C0471,Benjamín Castro,City Bell,2025-12-02,Perro y gato,benjamin.castro.471@gmail.com
C0472,Bautista Martínez,La Plata,2026-02-03,Perro,bautista.martinez.472@hotmail.com
C0473,Mateo Gómez,City Bell,2025-09-27,Perro y gato,mateo.gomez.473@hotmail.com
C0474,Franco Gómez,La Plata,2025-07-19,Perro,franco.gomez.474@gmail.com
C0475,Sofía Torres,Berisso,2023-07-11,Perro y gato,sofia.torres.475@hotmail.com
C0476,Valentina López,Gonnet,2023-08-13,Perro y gato,valentina.lopez.476@outlook.com
C0477,Camila Díaz,Gonnet,2023-01-11,Otro,camila.diaz.477@hotmail.com
C0478,Valentina Benítez,Ringuelet,2023-09-21,Gato,valentina.benitez.478@outlook.com
C0479,Agustina Acosta,Los Hornos,2025-07-05,Perro,agustina.acosta.479@yahoo.com.ar
C0480,Joaquín Acosta,City Bell,2024-08-16,Gato,joaquin.acosta.480@hotmail.com
C0481,Bautista Castro,Los Hornos,2025-11-30,Gato,bautista.castro.481@gmail.com
C0482,Nicolás López,Tolosa,2026-05-11,Otro,nicolas.lopez.482@hotmail.com
C0483,Camila Torres,La Plata,2025-11-29,Gato,camila.torres.483@outlook.com
C0484,Camila González,City Bell,2023-01-20,Perro,camila.gonzalez.484@yahoo.com.ar
C0485,Tomás Herrera,La Plata,2023-09-30,Perro,tomas.herrera.485@gmail.com
C0486,Mateo Martínez,City Bell,2025-03-27,Perro y gato,mateo.martinez.486@gmail.com
C0487,Joaquín Pérez,Los Hornos,2023-10-06,Gato,joaquin.perez.487gmail.com
C0488,Tomás Ruiz,City Bell,2023-08-14,Perro,tomas.ruiz.488@yahoo.com.ar
C0489,Malena Suárez,City Bell,2025-06-29,Ave,malena.suarez.489@hotmail.com
C0490,Facundo Martínez,Los Hornos,2025-06-19,Otro,facundo.martinez.490@yahoo.com.ar
C0491,Malena Pérez,Los Hornos,2023-04-24,Gato,malena.perez.491@gmail.com
C0492,Nicolás Romero,Villa Elisa,2024-05-27,Gato,nicolas.romero.492@hotmail.com
C0493,Sofía Acosta,Los Hornos,2024-02-25,Gato,sofia.acosta.493@gmail.com
C0494,Candela Ruiz,City Bell,2024-05-22,Perro,candela.ruiz.494@gmail.com
C0495,Facundo González,City Bell,2025-11-15,Perro y gato,facundo.gonzalez.495@outlook.com
C0496,Nicolás López,Los Hornos,2023-04-01,Perro,nicolas.lopez.496@yahoo.com.ar
C0497,Tomás Suárez,City Bell,2023-02-19,Perro,tomas.suarez.497@yahoo.com.ar
C0498,Benjamín Castro,Berisso,2025-06-08,Gato,benjamin.castro.498@hotmail.com
C0499,Bautista Álvarez,Ensenada,2024-04-06,Perro,bautista.alvarez.499@hotmail.com
C0500,Bautista Rodríguez,City Bell,2025-07-27,Perro y gato,bautista.rodriguez.500@outlook.com
C0501,Candela Silva,La Plata,2025-07-07,Perro,candela.silva.501@outlook.com
C0502,Lucía Díaz,Villa Elisa,2024-03-18,Perro,lucia.diaz.502@outlook.com
C0503,Joaquín Pérez,City Bell,2025-06-28,Gato,joaquin.perez.503@yahoo.com.ar
C0504,Benjamín Castro,Ensenada,2023-04-07,Perro,benjamin.castro.504@gmail.com
C0505,Lucía Benítez,La Plata,2025-07-23,Perro,lucia.benitez.505@outlook.com
C0506,Delfina Díaz,City Bell,2023-10-06,Perro y gato,delfina.diaz.506@hotmail.com
C0507,Facundo Castro,La Plata,2025-08-09,Gato,facundo.castro.507@yahoo.com.ar
C0508,Facundo Álvarez,La Plata,2025-08-03,Perro y gato,facundo.alvarez.508@gmail.com
C0509,Joaquín Díaz,Los Hornos,2026-03-07,Perro,joaquin.diaz.509@hotmail.com
C0510,Valentina Sánchez,Los Hornos,2025-11-10,Gato,valentina.sanchez.510@outlook.com
C0511,Santiago Ruiz,Ensenada,2023-01-07,Gato,santiago.ruiz.511@yahoo.com.ar
C0512,Martina Silva,La Plata,2025-10-04,Perro,martina.silva.512@gmail.com
C0513,Bruno Benítez,Gonnet,2026-05-18,Otro,bruno.benitez.513@outlook.com
C0514,Martina Castro,City Bell,2025-10-19,Gato,martina.castro.514@yahoo.com.ar
C0515,Santiago Rodríguez,La Plata,2023-01-08,Perro y gato,santiago.rodriguez.515@gmail.com
C0516,Delfina Romero,Villa Elisa,2024-06-28,Perro y gato,delfina.romero.516@hotmail.com
C0517,Malena Acosta,Ensenada,2026-01-09,Gato,malena.acosta.517@yahoo.com.ar
C0518,Bautista Castro,Los Hornos,2024-10-23,Perro y gato,bautista.castro.518@gmail.com
C0519,Nicolás Rodríguez,Tolosa,2024-12-26,Perro,nicolas.rodriguez.519@gmail.com
C0520,Delfina Martínez,Los Hornos,2023-01-22,Otro,delfina.martinez.520@hotmail.com
C0521,Martina Acosta,City Bell,2023-03-10,Gato,martina.acosta.521@hotmail.com
C0522,Delfina Castro,Tolosa,2023-12-06,Gato,delfina.castro.522@outlook.com
C0523,Valentina Pérez,City Bell,2024-03-27,Gato,
C0524,Julieta Pérez,City Bell,2024-02-02,Perro,julieta.perez.524@outlook.com
C0525,Julieta González,La Plata,2026-06-01,Otro,julieta.gonzalez.525@gmail.com
C0526,Lucía Sánchez,Los Hornos,2023-07-27,Ave,lucia.sanchez.526@gmail.com
C0527,Bruno Sánchez,Los Hornos,2024-05-14,Perro,bruno.sanchez.527@outlook.com
C0528,Valentina Sánchez,Los Hornos,2026-01-16,Otro,valentina.sanchez.528@outlook.com
C0529,Candela Sánchez,Tolosa,2023-12-03,Perro,candela.sanchez.529@gmail.com
C0530,Martina Romero,Los Hornos,2023-09-02,Perro,martina.romero.530@hotmail.com
C0531,Santiago Acosta,La Plata,2026-03-26,Perro y gato,santiago.acosta.531@gmail.com
C0532,Mateo Torres,Ensenada,2026-06-30,Ave,mateo.torres.532@outlook.com
C0533,Benjamín Benítez,Ringuelet,2023-09-03,Perro,benjamin.benitez.533@gmail.com
C0534,Bruno Acosta,La Plata,2024-08-09,Ave,bruno.acosta.534@gmail.com
C0535,Lucía Fernández,Los Hornos,2025-12-28,Perro,lucia.fernandez.535@outlook.com
C0536,Agustina Acosta,Berisso,2025-09-20,Ave,agustina.acosta.536@hotmail.com
C0537,Tomás Torres,City Bell,2026-04-06,Perro y gato,tomas.torres.537@yahoo.com.ar
C0538,Facundo Martínez,,2026-06-14,Gato,facundo.martinez.538@yahoo.com.ar
C0539,Santiago Sánchez,City Bell,2023-01-19,Perro,santiago.sanchez.539@gmail.com
C0540,Sofía Castro,Ensenada,2025-01-27,Gato,sofia.castro.540@outlook.com
C0541,Martina Romero,Los Hornos,2024-05-25,Gato,martina.romero.541@hotmail.com
C0542,Franco Álvarez,Berisso,2023-06-08,Gato,franco.alvarez.542@yahoo.com.ar
C0543,Agustina Martínez,La Plata,2025-07-23,Otro,agustina.martinez.543@hotmail.com
C0544,Mateo Pérez,La Plata,2023-04-27,Gato,mateo.perez.544@hotmail.com
C0545,Agustina González,City Bell,2023-09-08,Perro,agustina.gonzalez.545@outlook.com
C0546,Sofía Acosta,City Bell,2025-12-15,Gato,sofia.acosta.546@gmail.com
C0547,Nicolás Martínez,Ringuelet,2024-03-02,Gato,nicolas.martinez.547@yahoo.com.ar
C0548,Bruno Fernández,Los Hornos,2023-04-24,Perro,bruno.fernandez.548@yahoo.com.ar
C0549,Lucía Fernández,Berisso,2023-10-24,Gato,lucia.fernandez.549@hotmail.com
C0550,Tomás Díaz,City Bell,2026-06-24,Gato,tomas.diaz.550@yahoo.com.ar
C0551,Tomás Rodríguez,La Plata,2025-03-08,Perro,tomas.rodriguez.551@gmail.com
C0552,Valentina López,Berisso,2024-05-03,Perro,valentina.lopez.552@gmail.com
C0553,Delfina Castro,La Plata,2025-05-20,Perro,delfina.castro.553@gmail.com
C0554,Camila Martínez,La Plata,2023-01-06,Perro,camila.martinez.554@outlook.com
C0555,Benjamín Benítez,City Bell,2023-05-16,Otro,benjamin.benitez.555@gmail.com
C0556,Joaquín Martínez,Tolosa,2023-07-11,Perro,joaquin.martinez.556@hotmail.com
C0557,Sofía Torres,La Plata,2023-10-25,Ave,sofia.torres.557@yahoo.com.ar
C0558,Facundo Gómez,Los Hornos,2023-10-27,Gato,facundo.gomez.558@outlook.com
C0559,Benjamín Ruiz,Los Hornos,2025-04-27,Otro,benjamin.ruiz.559@gmail.com
C0560,Bautista Rodríguez,Berisso,2023-01-27,Ave,bautista.rodriguez.560@gmail.com
C0561,Julieta Torres,Los Hornos,2024-06-24,Ave,julieta.torres.561@gmail.com
C0562,Bruno López,Ensenada,2024-08-28,Gato,bruno.lopez.562@gmail.com
C0563,Bruno Benítez,La Plata,2026-05-12,Gato,bruno.benitez.563@outlook.com
C0564,Lucía Castro,City Bell,2024-02-19,Gato,lucia.castro.564@gmail.com
C0565,Delfina González,Los Hornos,2023-02-25,Perro,delfina.gonzalez.565@yahoo.com.ar
C0566,Tomás Gómez,City Bell,2024-04-25,Gato,tomas.gomez.566@gmail.com
C0567,Malena Pérez,Villa Elisa,2025-10-25,Ave,malena.perez.567@gmail.com
C0568,Tomás González,La Plata,2023-07-05,Otro,tomas.gonzalez.568@gmail.com
C0569,Delfina Rodríguez,La Plata,2024-05-27,Otro,delfina.rodriguez.569@yahoo.com.ar
C0570,Julieta Suárez,Los Hornos,2023-05-19,Gato,julieta.suarez.570@yahoo.com.ar
C0571,Lucía Martínez,Los Hornos,2025-09-27,Perro y gato,lucia.martinez.571@yahoo.com.ar
C0572,Facundo Álvarez,Ensenada,2025-09-15,Otro,facundo.alvarez.572@outlook.com
C0573,Agustina Acosta,La Plata,2025-06-11,Otro,agustina.acosta.573@gmail.com
C0574,Tomás Acosta,Ringuelet,2024-07-16,Ave,tomas.acosta.574@outlook.com
C0575,Lucía Álvarez,Los Hornos,2023-03-14,Perro,lucia.alvarez.575@yahoo.com.ar
C0576,Franco Pérez,City Bell,2025-10-21,Otro,franco.perez.576@outlook.com
C0577,Valentina Martínez,Tolosa,2024-11-30,Gato,valentina.martinez.577@yahoo.com.ar
C0578,Joaquín Pérez,Los Hornos,2023-07-27,Otro,joaquin.perez.578@yahoo.com.ar
C0579,Bautista Gómez,City Bell,2023-01-21,Perro,bautista.gomez.579@outlook.com
C0580,Benjamín Díaz,Los Hornos,2024-01-17,Ave,benjamin.diaz.580@hotmail.com
C0581,Facundo Acosta,Los Hornos,2023-11-17,Perro,facundo.acosta.581@gmail.com
C0582,Agustina Álvarez,Villa Elisa,2023-11-19,Otro,agustina.alvarez.582@outlook.com
C0583,Martina López,Villa Elisa,2024-01-04,Perro,martina.lopez.583@hotmail.com
C0584,Delfina Castro,Ringuelet,2025-11-27,Ave,delfina.castro.584@outlook.com
C0585,Nicolás Benítez,La Plata,2025-05-04,Gato,nicolas.benitez.585@yahoo.com.ar
C0586,Franco Álvarez,City Bell,2024-12-17,Ave,franco.alvarez.586@hotmail.com
C0587,Sofía Rossi,City Bell,2026-04-19,Gato,sofia.rossi.587@gmail.com
C0588,Camila Fernández,La Plata,2024-12-12,Gato,camila.fernandez.588@hotmail.com
C0589,Julieta Ruiz,Los Hornos,2023-02-05,Gato,julieta.ruiz.589@hotmail.com
C0590,Malena Suárez,Ensenada,2026-05-30,Gato,malena.suarez.590@outlook.com
C0591,Santiago Ruiz,Los Hornos,2024-10-29,Gato,santiago.ruiz.591@gmail.com
C0592,Sofía López,Los Hornos,2024-03-04,Gato,sofia.lopez.592@gmail.com
