id_linea_venta,id_venta,fecha,id_cliente,id_producto,cantidad,precio_unitario,descuento,sucursal,canal,medio_pago,fecha_original,fecha_invalida,fecha_fuera_rango,error_cantidad,cantidad_atipica,error_precio,error_descuento,requiere_revision,motivo_revision,producto_existe,cliente_informado,cliente_existe,estado_cliente,id_cliente_modelo,producto,categoria,subcategoria,marca,costo,precio_lista,proveedor,nombre,ciudad,fecha_alta,mascota,email
LV004904,V001935,2025-05-28,C0677,P0086,1,9760,0.0,Los Hornos,Local,Débito,28/05/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0677,Pedigree Mix entrenamiento Gato 500 g,Snacks,Gato,Pedigree,6400.0,9700.0,NutriPet Sur,Sofía Herrera,La Plata,2024-11-11,Ave,sofia.herrera.677@outlook.com
LV004905,V001936,2026-07-05,C0446,P0013,1,58690,0.2,Los Hornos,Local,QR,05/07/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0446,Excellent Cachorro Perro 10 kg,Alimentos,Perro,Excellent,,56400.0,EcoPet Distribuciones,Nicolás Benítez,Berisso,2026-07-21,Perro,nicolas.benitez.446@yahoo.com.ar
LV004906,V001936,2026-07-05,C0446,P0106,2,4470,0.0,Los Hornos,Local,Transferencia,05/07/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0446,Eukanuba Cepillo dental Perro 500 ml,Higiene,Perro,Eukanuba,2900.0,4700.0,Pet Supply BA,Nicolás Benítez,Berisso,2026-07-21,Perro,nicolas.benitez.446@yahoo.com.ar
LV004907,V001937,2025-09-08,C0889,P0019,1,13720,0.0,Los Hornos,Local,QR,08/09/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0889,Balanced Cachorro Perro 15 kg,Alimentos,Perro,Balanced,7700.0,12900.0,Mayorista Animalia,Mateo González,Ensenada,2025-07-03,Gato,mateo.gonzalez.889@yahoo.com.ar
LV004908,V001937,2025-09-08,C0889,P0119,1,6620,0.0,Los Hornos,Local,Crédito,08/09/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0889,Purina Arena sanitaria Gato 4 kg,Higiene,Gato,Purina,4700.0,6900.0,Accesorios Huella,Mateo González,Ensenada,2025-07-03,Gato,mateo.gonzalez.889@yahoo.com.ar
LV004909,V001937,2025-09-08,C0889,P0040,1,20010,0.0,Los Hornos,Local,QR,08/09/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0889,Catit Cachorro Gato 1 kg,Alimentos,Gato,Catit,11400.0,20500.0,Distribuidora Patitas,Mateo González,Ensenada,2025-07-03,Gato,mateo.gonzalez.889@yahoo.com.ar
LV004910,V001938,2025-07-18,C0730,P0112,1,14250,0.05,Centro,Local,Débito,18/07/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0730,Agility Cepillo dental Perro 1 l,Higiene,Perro,Agility,7800.0,13900.0,Distribuidora Patitas,Delfina Fernández,City Bell,2025-10-09,Gato,delfina.fernandez.730@outlook.com
LV004911,V001938,2025-07-18,C0730,P0040,1,21780,0.0,Centro,Local,Efectivo,18/07/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0730,Catit Cachorro Gato 1 kg,Alimentos,Gato,Catit,11400.0,20500.0,Distribuidora Patitas,Delfina Fernández,City Bell,2025-10-09,Gato,delfina.fernandez.730@outlook.com
LV004912,V001939,2025-05-31,C1295,P0142,3,62830,0.1,Ecommerce,Online,Transferencia,31/05/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1295,Royal Canin Correa Perro M,Accesorios,Perro,Royal Canin,42700.0,61400.0,NutriPet Sur,Bautista Ruiz,Los Hornos,2024-04-13,Otro,bautista.ruiz.1295@hotmail.com
LV004913,V001939,2025-05-31,C1295,P0081,1,9680,0.1,Ecommerce,Online,Crédito,31/05/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1295,Pedigree Tiras Perro 150 g,Snacks,Perro,Pedigree,6300.0,9600.0,Mundo Mascota,Bautista Ruiz,Los Hornos,2024-04-13,Otro,bautista.ruiz.1295@hotmail.com
LV004914,V001940,2025-02-28,C1446,P0035,1,9260,0.05,Los Hornos,Local,Transferencia,28/02/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1446,Catit Piel sensible Perro 1 kg,Alimentos,Perro,Catit,4800.0,8700.0,Mayorista Animalia,Agustina Fernández,Los Hornos,2024-03-26,Perro,agustina.fernandez.1446@yahoo.com.ar
LV004915,V001940,2025-02-28,C1446,P0070,1,59510,0.0,Los Hornos,Local,Crédito,28/02/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1446,Catit Cachorro Gato 1 kg,Alimentos,Gato,Catit,34300.0,60400.0,NutriPet Sur,Agustina Fernández,Los Hornos,2024-03-26,Perro,agustina.fernandez.1446@yahoo.com.ar
LV004916,V001941,2025-03-02,C0426,P0083,1,4730,0.0,Los Hornos,Local,Débito,02/03/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0426,Excellent Mix entrenamiento Perro 150 g,Snacks,Perro,Excellent,2900.0,4800.0,Mayorista Animalia,Agustina Acosta,City Bell,2024-08-21,Gato,agustina.acosta.426@outlook.com
LV004917,V001942,2026-04-11,C0856,P0037,1,47570,0.1,Centro,Local,Débito,11/04/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0856,"König Cachorro Perro 7,5 kg",Alimentos,Perro,König,31800.0,50200.0,EcoPet Distribuciones,Franco Benítez,Los Hornos,2025-10-06,Perro,franco.benitez.856@outlook.com
LV004918,V001942,2026-04-11,C0856,P0021,2,51390,0.05,Centro,Local,Crédito,11/04/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0856,Pedigree Premium Perro 3 kg,Alimentos,Perro,Pedigree,28300.0,49700.0,EcoPet Distribuciones,Franco Benítez,Los Hornos,2025-10-06,Perro,franco.benitez.856@outlook.com
LV004919,V001942,2026-04-11,C0856,P0022,1,6470,0.0,Centro,Local,Efectivo,11/04/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0856,"König Cachorro Gato 7,5 kg",Alimentos,Gato,König,4500.0,6500.0,NutriPet Sur,Franco Benítez,Los Hornos,2025-10-06,Perro,franco.benitez.856@outlook.com
LV004920,V001943,2025-12-10,,P0001,1,24920,0.0,Centro,Local,Efectivo,10/12/2025,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,Pedigree Cachorro Perro 3 kg,Alimentos,Perro,Pedigree,15300.0,23900.0,Mundo Mascota,Cliente invitado,,,,
LV004921,V001943,2025-12-10,,P0146,1,34230,0.0,Centro,Local,Débito,10/12/2025,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,Nutribon Correa Gato S,Accesorios,Gato,Nutribon,24800.0,36800.0,Pet Supply BA,Cliente invitado,,,,
LV004922,V001943,2025-12-10,,P0058,1,17280,0.0,Centro,Local,QR,10/12/2025,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,Excellent Cachorro Gato 10 kg,Alimentos,Gato,Excellent,10100.0,16400.0,Pet Supply BA,Cliente invitado,,,,
LV004923,V001943,2025-12-10,,P0099,2,7160,0.1,Centro,Local,Débito,10/12/2025,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,Balanced Tiras Perro 150 g,Snacks,Perro,Balanced,3800.0,7000.0,Mayorista Animalia,Cliente invitado,,,,
LV004924,V001944,2026-04-16,C0808,P0061,2,44560,0.05,Los Hornos,Local,Crédito,16/04/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0808,Pedigree Cachorro Perro 3 kg,Alimentos,Perro,Pedigree,26200.0,47400.0,EcoPet Distribuciones,Tomás Álvarez,Villa Elisa,2025-12-25,Perro,tomas.alvarez.808@hotmail.com
LV004925,V001944,2026-04-16,C0808,P0030,1,21090,0.0,Los Hornos,Local,Efectivo,16/04/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0808,Catit Premium Gato 1 kg,Alimentos,Gato,Catit,16700.0,21700.0,NutriPet Sur,Tomás Álvarez,Villa Elisa,2025-12-25,Perro,tomas.alvarez.808@hotmail.com
LV004926,V001945,2025-08-03,C0635,P0108,1,3750,0.0,Ecommerce,Online,Mercado Pago,03/08/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0635,Dogit Shampoo General 2 kg,Higiene,General,Dogit,2100.0,3600.0,Veterinaria Central,Sofía Acosta,Los Hornos,2024-11-05,Perro y gato,sofia.acosta.635@gmail.com
LV004927,V001946,2025-01-15,,P0032,2,27860,0.0,Los Hornos,Local,Transferencia,15/01/2025,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,"König Piel sensible Gato 7,5 kg",Alimentos,Gato,König,18800.0,29400.0,,Cliente invitado,,,,
LV004928,V001946,2025-01-15,,P0083,1,5090,0.0,Los Hornos,Local,Transferencia,15/01/2025,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,Excellent Mix entrenamiento Perro 150 g,Snacks,Perro,Excellent,2900.0,4800.0,Mayorista Animalia,Cliente invitado,,,,
LV004929,V001946,2025-01-15,,P0003,1,23760,0.0,Los Hornos,Local,Débito,15/01/2025,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,Excellent Premium Perro 10 kg,Alimentos,Perro,Excellent,13800.0,25300.0,Mayorista Animalia,Cliente invitado,,,,
LV004930,V001947,2026-07-03,C0298,P0200,1,12550,0.1,Centro,Local,Débito,03/07/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0298,Vitalcan Pipeta Perro Pequeño,Salud,Perro,Vitalcan,6700.0,12500.0,Distribuidora Patitas,Tomás Acosta,La Plata,2025-10-01,Perro,tomas.acosta.298@yahoo.com.ar
LV004931,V001947,2026-07-03,C0298,P0161,1,57410,0.0,Centro,Local,Crédito,03/07/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0298,Nutribon Juguete Gato S,Accesorios,Gato,Nutribon,38700.0,57700.0,Mundo Mascota,Tomás Acosta,La Plata,2025-10-01,Perro,tomas.acosta.298@yahoo.com.ar
LV004932,V001948,2026-07-11,C1750,P0124,1,3930,0.1,City Bell,Local,Crédito,11/07/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C1750,Purina Cepillo dental Perro 4 kg,Higiene,Perro,Purina,3000.0,4000.0,Veterinaria Central,Franco Martínez,City Bell,2025-04-25,Otro,franco.martinez.1750@yahoo.com.ar
LV004933,V001949,2025-01-28,C0497,P0059,1,44980,0.2,City Bell,Local,Efectivo,28/01/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0497,Balanced Piel sensible Perro 15 kg,Alimentos,Perro,Balanced,33300.0,44700.0,Mayorista Animalia,Tomás Suárez,City Bell,2023-02-19,Perro,tomas.suarez.497@yahoo.com.ar
LV004934,V001949,2025-01-28,C0497,P0109,1,17000,0.05,City Bell,Local,Efectivo,28/01/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0497,Purina Cepillo dental Perro 4 kg,Higiene,Perro,Purina,13400.0,17500.0,EcoPet Distribuciones,Tomás Suárez,City Bell,2023-02-19,Perro,tomas.suarez.497@yahoo.com.ar
LV004935,V001949,2025-01-28,C0497,P0001,1,22720,0.0,City Bell,Local,Débito,28/01/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0497,Pedigree Cachorro Perro 3 kg,Alimentos,Perro,Pedigree,15300.0,23900.0,Mundo Mascota,Tomás Suárez,City Bell,2023-02-19,Perro,tomas.suarez.497@yahoo.com.ar
LV004936,V001949,2025-01-28,C0497,P0192,2,25580,0.0,City Bell,Local,Crédito,28/01/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0497,Royal Canin Antipulgas Perro Grande,Salud,Perro,Royal Canin,16400.0,24700.0,Distribuidora Patitas,Tomás Suárez,City Bell,2023-02-19,Perro,tomas.suarez.497@yahoo.com.ar
LV004937,V001950,2026-05-15,C0379,P0003,1,25990,0.0,City Bell,Local,Efectivo,15/05/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0379,Excellent Premium Perro 10 kg,Alimentos,Perro,Excellent,13800.0,25300.0,Mayorista Animalia,Benjamín Torres,La Plata,2023-05-07,Perro y gato,benjamin.torres.379@outlook.com
LV004938,V001950,2026-05-15,C0379,P0122,3,11460,0.05,City Bell,Local,Transferencia,15/05/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0379,Agility Arena sanitaria Gato 1 l,Higiene,Gato,Agility,7900.0,11400.0,Pet Supply BA,Benjamín Torres,La Plata,2023-05-07,Perro y gato,benjamin.torres.379@outlook.com
LV004939,V001951,2025-09-05,C0596,P0123,1,17940,0.0,Ecommerce,Online,Débito,05/09/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0596,Dogit Shampoo General 2 kg,Higiene,General,Dogit,12500.0,18800.0,Mayorista Animalia,Bautista Benítez,Ringuelet,2025-11-06,Otro,bautista.benitez.596@hotmail.com
LV004940,V001951,2025-09-05,C0596,P0174,1,79270,0.0,Ecommerce,Online,Débito,05/09/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0596,Osspret Correa General XL,Accesorios,General,Osspret,41000.0,77000.0,NutriPet Sur,Bautista Benítez,Ringuelet,2025-11-06,Otro,bautista.benitez.596@hotmail.com
LV004941,V001952,2025-07-03,C0148,P0036,1,51810,0.2,Centro,Local,Transferencia,03/07/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0148,Pedigree Premium Gato 3 kg,Alimentos,Gato,Pedigree,29700.0,48500.0,Veterinaria Central,Camila Castro,City Bell,2025-09-06,Perro,camila.castro.148@outlook.com
LV004942,V001952,2025-07-03,C0148,P0047,1,34650,0.0,Centro,Local,Transferencia,03/07/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0148,"König Piel sensible Perro 7,5 kg",Alimentos,Perro,König,19200.0,36000.0,Accesorios Huella,Camila Castro,City Bell,2025-09-06,Perro,camila.castro.148@outlook.com
LV004943,V001952,2025-07-03,C0148,P0164,1,18820,0.1,Centro,Local,Efectivo,03/07/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0148,Osspret Correa Gato XL,Accesorios,Gato,Osspret,13500.0,17600.0,Veterinaria Central,Camila Castro,City Bell,2025-09-06,Perro,camila.castro.148@outlook.com
LV004944,V001952,2025-07-03,C0148,P0003,1,25580,0.1,Centro,Local,Transferencia,03/07/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0148,Excellent Premium Perro 10 kg,Alimentos,Perro,Excellent,13800.0,25300.0,Mayorista Animalia,Camila Castro,City Bell,2025-09-06,Perro,camila.castro.148@outlook.com
LV004945,V001953,2025-02-13,C1316,P0055,2,34300,0.0,City Bell,Local,Débito,13/02/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1316,Catit Cachorro Perro 1 kg,Alimentos,Perro,Catit,21200.0,35500.0,Accesorios Huella,Bruno Silva,La Plata,2024-04-09,Gato,bruno.silva.1316@gmail.com
LV004946,V001954,2026-06-03,,P0196,3,23270,0.0,City Bell,Local,Transferencia,03/06/2026,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,Nutribon Vitaminas Perro Mediano,Salud,Perro,Nutribon,15400.0,25000.0,Veterinaria Central,Cliente invitado,,,,
LV004947,V001955,2025-07-22,C0535,P0018,1,14030,0.15,Ecommerce,Online,Crédito,22/07/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0535,Excellent Premium Gato 10 kg,Alimentos,Gato,Excellent,7200.0,13300.0,Pet Supply BA,Lucía Fernández,Los Hornos,2025-12-28,Perro,lucia.fernandez.535@outlook.com
LV004948,V001955,2025-07-22,C0535,P0036,3,49840,0.2,Ecommerce,Online,Crédito,22/07/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0535,Pedigree Premium Gato 3 kg,Alimentos,Gato,Pedigree,29700.0,48500.0,Veterinaria Central,Lucía Fernández,Los Hornos,2025-12-28,Perro,lucia.fernandez.535@outlook.com
LV004949,V001955,2025-07-22,C0535,P0085,1,3360,0.15,Ecommerce,Online,Mercado Pago,22/07/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0535,Catit Galletas Perro 150 g,Snacks,Perro,Catit,1900.0,3400.0,EcoPet Distribuciones,Lucía Fernández,Los Hornos,2025-12-28,Perro,lucia.fernandez.535@outlook.com
LV004950,V001955,2025-07-22,C0535,P0078,2,50670,0.05,Ecommerce,Online,Crédito,22/07/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0535,Excellent Premium Gato 10 kg,Alimentos,Gato,Excellent,40400.0,53800.0,NutriPet Sur,Lucía Fernández,Los Hornos,2025-12-28,Perro,lucia.fernandez.535@outlook.com
LV004951,V001956,2025-03-11,C1320,P0014,2,43670,0.05,Centro,Local,Efectivo,11/03/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1320,Balanced Piel sensible Gato 15 kg,Alimentos,Gato,Balanced,32000.0,46800.0,NutriPet Sur,Candela Torres,Los Hornos,2025-07-27,Gato,candela.torres.1320@hotmail.com
LV004952,V001956,2025-03-11,C1320,P0095,1,7660,0.05,Centro,Local,Transferencia,11/03/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1320,Catit Mix entrenamiento Perro 150 g,Snacks,Perro,Catit,4500.0,7900.0,Accesorios Huella,Candela Torres,Los Hornos,2025-07-27,Gato,candela.torres.1320@hotmail.com
LV004953,V001956,2025-03-11,C1320,P0018,1,12570,0.1,Centro,Local,Débito,11/03/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1320,Excellent Premium Gato 10 kg,Alimentos,Gato,Excellent,7200.0,13300.0,Pet Supply BA,Candela Torres,Los Hornos,2025-07-27,Gato,candela.torres.1320@hotmail.com
LV004954,V001957,2026-02-01,C0886,P0113,4,14740,0.05,Los Hornos,Local,QR,01/02/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0886,Dogit Arena sanitaria Gato 2 kg,Higiene,Gato,Dogit,10200.0,14500.0,Mundo Mascota,Santiago González,La Plata,2025-04-03,Gato,santiago.gonzalez.886@outlook.com
LV004955,V001957,2026-02-01,C0886,P0009,1,9120,0.0,Los Hornos,Local,Débito,01/02/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0886,Balanced Premium Perro 15 kg,Alimentos,Perro,Balanced,6600.0,9100.0,Mundo Mascota,Santiago González,La Plata,2025-04-03,Gato,santiago.gonzalez.886@outlook.com
LV004956,V001958,2025-09-10,C0913,P0115,1,16970,0.0,Centro,Local,Crédito,10/09/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0913,Kongo Cepillo dental Perro 250 ml,Higiene,Perro,Kongo,11100.0,16600.0,Mayorista Animalia,Facundo Rodríguez,Los Hornos,2023-02-22,Perro,facundo.rodriguez.913@outlook.com
LV004957,V001958,2025-09-10,C0913,P0013,2,58110,0.0,Centro,Local,Transferencia,10/09/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0913,Excellent Cachorro Perro 10 kg,Alimentos,Perro,Excellent,,56400.0,EcoPet Distribuciones,Facundo Rodríguez,Los Hornos,2023-02-22,Perro,facundo.rodriguez.913@outlook.com
LV004958,V001958,2025-09-10,C0913,P0012,1,21050,0.05,Centro,Local,Transferencia,10/09/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0913,"König Premium Gato 7,5 kg",Alimentos,Gato,König,11800.0,22200.0,Veterinaria Central,Facundo Rodríguez,Los Hornos,2023-02-22,Perro,facundo.rodriguez.913@outlook.com
LV004959,V001959,2025-12-11,C1694,P0089,1,5850,0.1,City Bell,Local,QR,11/12/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1694,Balanced Mix entrenamiento Perro 150 g,Snacks,Perro,Balanced,4100.0,6100.0,Mundo Mascota,Malena Martínez,Los Hornos,2023-12-07,Perro y gato,malena.martinez.1694@hotmail.com
LV004960,V001960,2025-05-04,C1345,P0114,2,8870,0.0,Centro,Local,Transferencia,04/05/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1345,Purina Shampoo General 4 kg,Higiene,General,Purina,6200.0,8400.0,Pet Supply BA,Tomás Sánchez,,2025-02-25,Gato,tomas.sanchez.1345@outlook.com
LV004961,V001960,2025-05-04,C1345,P0067,1,60590,0.0,Centro,Local,QR,04/05/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1345,"König Cachorro Perro 7,5 kg",Alimentos,Perro,König,46000.0,60500.0,Mayorista Animalia,Tomás Sánchez,,2025-02-25,Gato,tomas.sanchez.1345@outlook.com
LV004962,V001960,2025-05-04,C1345,P0130,1,10310,0.0,Centro,Local,Débito,04/05/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1345,Kongo Cepillo dental Perro 250 ml,Higiene,Perro,Kongo,8000.0,10400.0,Pet Supply BA,Tomás Sánchez,,2025-02-25,Gato,tomas.sanchez.1345@outlook.com
LV004963,V001961,2026-03-12,C1535,P0139,1,31030,0.0,Centro,Local,Transferencia,12/03/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C1535,Osspret Juguete Perro XL,Accesorios,Perro,Osspret,17300.0,31500.0,Mayorista Animalia,Delfina Herrera,La Plata,2025-05-11,Perro,delfina.herrera.1535@yahoo.com.ar
LV004964,V001961,2026-03-12,C1535,P0074,2,29860,0.0,Centro,Local,Efectivo,12/03/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C1535,Balanced Piel sensible Gato 15 kg,Alimentos,Gato,Balanced,21500.0,29100.0,Pet Supply BA,Delfina Herrera,La Plata,2025-05-11,Perro,delfina.herrera.1535@yahoo.com.ar
LV004965,V001961,2026-03-12,C1535,P0164,1,17840,0.05,Centro,Local,Efectivo,12/03/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C1535,Osspret Correa Gato XL,Accesorios,Gato,Osspret,13500.0,17600.0,Veterinaria Central,Delfina Herrera,La Plata,2025-05-11,Perro,delfina.herrera.1535@yahoo.com.ar
LV004966,V001961,2026-03-12,C1535,P0002,2,7350,0.1,Centro,Local,QR,12/03/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C1535,"König Piel sensible Gato 7,5 kg",Alimentos,Gato,König,4500.0,7400.0,Pet Supply BA,Delfina Herrera,La Plata,2025-05-11,Perro,delfina.herrera.1535@yahoo.com.ar
LV004967,V001962,2025-06-18,C1174,P0079,1,47480,0.0,Centro,Local,Crédito,18/06/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1174,Balanced Cachorro Perro 15 kg,Alimentos,Perro,Balanced,46326.0,44900.0,Accesorios Huella,Santiago López,Tolosa,2025-09-30,Otro,santiago.lopez.1174@gmail.com
LV004968,V001962,2025-06-18,C1174,P0028,1,31960,0.1,Centro,Local,Débito,18/06/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1174,Excellent Cachorro Gato 10 kg,Alimentos,Gato,Excellent,23700.0,31900.0,Veterinaria Central,Santiago López,Tolosa,2025-09-30,Otro,santiago.lopez.1174@gmail.com
LV004969,V001962,2025-06-18,C1174,P0088,1,10160,0.0,Centro,Local,Efectivo,18/06/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1174,Excellent Galletas Gato 500 g,Snacks,Gato,Excellent,6600.0,10800.0,Distribuidora Patitas,Santiago López,Tolosa,2025-09-30,Otro,santiago.lopez.1174@gmail.com
LV004970,V001962,2025-06-18,C1174,P0131,2,13490,0.15,Centro,Local,QR,18/06/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1174,Eukanuba Arena sanitaria Gato 500 ml,Higiene,Gato,Eukanuba,8200.0,12700.0,Mayorista Animalia,Santiago López,Tolosa,2025-09-30,Otro,santiago.lopez.1174@gmail.com
LV004971,V001963,2026-07-17,C1867,P0071,1,7600,0.1,Ecommerce,Online,Crédito,17/07/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C1867,Pedigree Piel sensible Perro 3 kg,Alimentos,Perro,Pedigree,6200.0,8100.0,Accesorios Huella,Valentina Fernández,Gonnet,2023-07-13,Ave,valentina.fernandez.1867@hotmail.com
LV004972,V001963,2026-07-17,C1867,P0077,1,56830,0.0,Ecommerce,Online,Débito,17/07/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C1867,"König Piel sensible Perro 7,5 kg",Alimentos,Perro,König,41000.0,60400.0,EcoPet Distribuciones,Valentina Fernández,Gonnet,2023-07-13,Ave,valentina.fernandez.1867@hotmail.com
LV004973,V001964,2026-04-04,C1897,P0091,1,8200,0.1,City Bell,Local,Efectivo,04/04/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C1897,Pedigree Galletas Perro 150 g,Snacks,Perro,Pedigree,6100.0,8400.0,Mayorista Animalia,Martina Rossi,Gonnet,2024-08-30,Perro y gato,martina.rossi.1897@outlook.com
LV004974,V001964,2026-04-04,C1897,P0189,1,6720,0.1,City Bell,Local,Efectivo,04/04/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C1897,Osspret Antipulgas Gato 60 u.,Salud,Gato,Osspret,,7100.0,EcoPet Distribuciones,Martina Rossi,Gonnet,2024-08-30,Perro y gato,martina.rossi.1897@outlook.com
LV004975,V001964,2026-04-04,C1897,P0078,1,55780,0.0,City Bell,Local,Débito,04/04/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C1897,Excellent Premium Gato 10 kg,Alimentos,Gato,Excellent,40400.0,53800.0,NutriPet Sur,Martina Rossi,Gonnet,2024-08-30,Perro y gato,martina.rossi.1897@outlook.com
LV004976,V001964,2026-04-04,C1897,P0101,1,5430,0.0,City Bell,Local,Crédito,04/04/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C1897,Pedigree Mix entrenamiento Perro 150 g,Snacks,Perro,Pedigree,3400.0,5100.0,EcoPet Distribuciones,Martina Rossi,Gonnet,2024-08-30,Perro y gato,martina.rossi.1897@outlook.com
LV004977,V001965,2026-04-17,,P0055,2,33460,0.0,Centro,Local,QR,17/04/2026,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,Catit Cachorro Perro 1 kg,Alimentos,Perro,Catit,21200.0,35500.0,Accesorios Huella,Cliente invitado,,,,
LV004978,V001965,2026-04-17,,P0001,1,23570,0.0,Centro,Local,QR,17/04/2026,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,Pedigree Cachorro Perro 3 kg,Alimentos,Perro,Pedigree,15300.0,23900.0,Mundo Mascota,Cliente invitado,,,,
LV004979,V001965,2026-04-17,,P0002,1,6920,0.05,Centro,Local,Transferencia,17/04/2026,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,"König Piel sensible Gato 7,5 kg",Alimentos,Gato,König,4500.0,7400.0,Pet Supply BA,Cliente invitado,,,,
LV004980,V001965,2026-04-17,,P0129,2,5490,0.05,Centro,Local,Transferencia,17/04/2026,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,Purina Shampoo General 4 kg,Higiene,General,Purina,3900.0,5300.0,Mundo Mascota,Cliente invitado,,,,
LV004981,V001966,2026-03-24,C9980,P0048,1,50180,0.2,Ecommerce,Online,Transferencia,24/03/2026,False,False,False,False,False,False,False,,True,True,False,No encontrado,C_NO_ENCONTRADO,Excellent Premium Gato 10 kg,Alimentos,Gato,Excellent,37600.0,51200.0,Distribuidora Patitas,Cliente no encontrado,,,,
LV004982,V001967,2026-05-27,C0562,P0055,1,37510,0.05,Los Hornos,Local,Transferencia,27/05/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0562,Catit Cachorro Perro 1 kg,Alimentos,Perro,Catit,21200.0,35500.0,Accesorios Huella,Bruno López,Ensenada,2024-08-28,Gato,bruno.lopez.562@gmail.com
